school_name,wm_source,wm_category,wm_rank,wm_social_mobility_rank,wm_research_rank,wm_service_rank,wm_grad_rate_8yr,wm_pell_graduates,wm_net_price
Ball State University (IN)*,main,National Universities,133,109.0,9.395667,0.0365082,0.6465191,-0.0925994,10576.05
Trevecca Nazarene University,bang4buck,South,133,,,,,,
Ohio State University–Lima (OH)*,bang4buck,Midwest,133,,,,,,
Williams Baptist University,main,Bachelor's Colleges,133,99.0,0.0,0.0615602,0.4166218,-0.0569979,13770.52
Washington College,main,Liberal Arts Colleges,134,82.0,0.0,0.0025669,0.6996053,-0.0448867,15420.53
Crowley's Ridge College,main,Bachelor's Colleges,134,66.0,0.0,0.0,0.3464807,0.1108201,14813.86
Barton College,bang4buck,Southeast,134,,,,,,
Bethel University,bang4buck,South,134,,,,,,
Westfield State University (MA)*,bang4buck,Northeast,134,,,,,,
Utah Tech University (UT)*,bang4buck,West,134,,,,,,
Eastern Illinois University (IL)*,main,Master's Universities,134,136.0,0.5406666,0.0571847,0.5826873,-0.144713,10538.26
SD School of Mines & Tech. (SD)*,bang4buck,Midwest,134,,,,,,
University of Texas–El Paso (TX)*,main,National Universities,134,82.0,116.1797,0.084502,0.4875809,-0.0830039,9158.06
Millersville University of PA (PA)*,main,Master's Universities,135,397.0,0.576,0.176444,0.5854185,-0.1247023,17654.78
Midway University,bang4buck,South,135,,,,,,
Bushnell University,bang4buck,West,135,,,,,,
Wilmington College,main,Bachelor's Colleges,135,164.0,0.0,0.0746731,0.5629448,-0.1642391,20238.71
Lander University (SC)*,bang4buck,Southeast,135,,,,,,
Indiana University–South Bend (IN)*,bang4buck,Midwest,135,,,,,,
Stony Brook University (NY)*,main,National Universities,135,151.0,283.5613,0.1422608,0.7605401,0.0159504,13772.45
Wittenberg University,main,Liberal Arts Colleges,135,159.0,0.4166667,0.1621225,0.6296834,-0.2063252,17837.96
Fairleigh Dickinson U.–Metro.,bang4buck,Northeast,135,,,,,,
Berkeley College–New York,bang4buck,Northeast,136,,,,,,
Tennessee Technological Univ. (TN)*,bang4buck,South,136,,,,,,
Dickinson State University (ND)*,bang4buck,Midwest,136,,,,,,
University of Wyoming (WY)*,main,National Universities,136,215.0,108.6757,0.1703807,0.6098384,-0.1477573,7819.972
Augustana College,main,Liberal Arts Colleges,136,134.0,0.2763333,0.0179184,0.7234998,-0.1188332,15923.58
Ohio State University–Lima (OH)*,main,Bachelor's Colleges,136,94.0,0.0,0.0,0.1751816,-0.0227092,11159.54
University of Alaska–Fairbanks (AK)*,bang4buck,West,136,,,,,,
Marshall University (WV)*,bang4buck,Southeast,136,,,,,,
SUNY Old Westbury (NY)*,main,Master's Universities,136,34.0,0.37,0.0466667,0.6040975,0.0262117,7916.985
University of Dayton,main,National Universities,137,178.0,188.8133,0.093694,0.7992662,-0.1000288,22327.03
Madonna University,main,Master's Universities,137,126.0,0.0,0.0078644,0.6684414,-0.170607,14960.24
Stillman College,main,Bachelor's Colleges,137,165.0,0.0,0.0455319,0.2112054,-0.1992457,17274.12
Furman University,bang4buck,Southeast,137,,,,,,
Bucknell University,bang4buck,Northeast,137,,,,,,
Amer. InterCont. Univ.–Online (IL)°,bang4buck,West,137,,,,,,
Franklin College,main,Liberal Arts Colleges,137,103.0,0.0,0.0192059,0.6323604,-0.1294117,17187.62
University of Iowa (IA)*,bang4buck,Midwest,137,,,,,,
Oklahoma Wesleyan University,bang4buck,South,137,,,,,,
CO State University–Pueblo (CO)*,bang4buck,West,138,,,,,,
Univ. of Virginia's Coll.–Wise (VA)*,main,Liberal Arts Colleges,138,137.0,2.790667,0.0856871,0.5003041,-0.17863,8872.237
